date,dayOfWeek,month,weekend,roomType,roomTypeId,totalRooms,occupiedRoomNights,confirmedBookings,cancelledBookings,averageRoomPrice,dailyRevenue,dailyExpenses,occupancyRate
2024-05-26,7,5,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-05-26,7,5,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-05-26,7,5,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-05-26,7,5,False,Standard,4,9,1,0,0,402.5,402.5,0.0,11.11111111111111
2024-05-26,7,5,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-05-26,7,5,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-05-27,1,5,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-05-27,1,5,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-05-27,1,5,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-05-27,1,5,False,Standard,4,9,1,0,0,402.5,402.5,0.0,11.11111111111111
2024-05-27,1,5,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-05-27,1,5,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-05-28,2,5,False,Demo Standard,1,3,0,0,0,430.0,0.0,5794.63,0.0
2024-05-28,2,5,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,3863.08,0.0
2024-05-28,2,5,False,Demo Suite,3,1,0,0,0,980.0,0.0,1931.54,0.0
2024-05-28,2,5,False,Standard,4,9,1,0,0,402.5,402.5,17383.88,11.11111111111111
2024-05-28,2,5,False,Deluxe,5,6,0,0,0,700.0,0.0,11589.25,0.0
2024-05-28,2,5,False,Suite,6,3,0,0,0,1400.0,0.0,5794.63,0.0
2024-05-29,3,5,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-05-29,3,5,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-05-29,3,5,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-05-29,3,5,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-05-29,3,5,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-05-29,3,5,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-05-30,4,5,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-05-30,4,5,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-05-30,4,5,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-05-30,4,5,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-05-30,4,5,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-05-30,4,5,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-05-31,5,5,True,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-05-31,5,5,True,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-05-31,5,5,True,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-05-31,5,5,True,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-05-31,5,5,True,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-05-31,5,5,True,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-06-01,6,6,True,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-01,6,6,True,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-01,6,6,True,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-01,6,6,True,Standard,4,9,1,1,0,402.5,402.5,0.0,11.11111111111111
2024-06-01,6,6,True,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-01,6,6,True,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-06-02,7,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-02,7,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-02,7,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-02,7,6,False,Standard,4,9,1,0,0,402.5,402.5,0.0,11.11111111111111
2024-06-02,7,6,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-02,7,6,False,Suite,6,3,1,1,0,1610.0,1610.0,0.0,33.333333333333336
2024-06-03,1,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-03,1,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-03,1,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-03,1,6,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-06-03,1,6,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-03,1,6,False,Suite,6,3,1,0,0,1610.0,1610.0,0.0,33.333333333333336
2024-06-04,2,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-04,2,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-04,2,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-04,2,6,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-06-04,2,6,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-04,2,6,False,Suite,6,3,1,0,0,1610.0,1610.0,0.0,33.333333333333336
2024-06-05,3,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-05,3,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-05,3,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-05,3,6,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-06-05,3,6,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-05,3,6,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-06-06,4,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-06,4,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-06,4,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-06,4,6,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-06-06,4,6,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-06,4,6,False,Suite,6,3,1,1,0,1610.0,1610.0,0.0,33.333333333333336
2024-06-07,5,6,True,Demo Standard,1,3,0,0,0,430.0,0.0,200.63,0.0
2024-06-07,5,6,True,Demo Deluxe,2,2,0,0,0,690.0,0.0,133.75,0.0
2024-06-07,5,6,True,Demo Suite,3,1,0,0,0,980.0,0.0,66.88,0.0
2024-06-07,5,6,True,Standard,4,9,0,0,0,350.0,0.0,601.88,0.0
2024-06-07,5,6,True,Deluxe,5,6,0,0,0,700.0,0.0,401.25,0.0
2024-06-07,5,6,True,Suite,6,3,0,0,0,1400.0,0.0,200.63,0.0
2024-06-08,6,6,True,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-08,6,6,True,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-08,6,6,True,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-08,6,6,True,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-06-08,6,6,True,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-08,6,6,True,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-06-09,7,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-09,7,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-09,7,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-09,7,6,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-06-09,7,6,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-09,7,6,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-06-10,1,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-10,1,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-10,1,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-10,1,6,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-06-10,1,6,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-10,1,6,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-06-11,2,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-11,2,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-11,2,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-11,2,6,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-06-11,2,6,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-11,2,6,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-06-12,3,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-12,3,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-12,3,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-12,3,6,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-06-12,3,6,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-12,3,6,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-06-13,4,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-13,4,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-13,4,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-13,4,6,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-06-13,4,6,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-13,4,6,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-06-14,5,6,True,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-14,5,6,True,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-14,5,6,True,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-14,5,6,True,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-06-14,5,6,True,Deluxe,5,6,1,1,0,805.0,805.0,0.0,16.666666666666668
2024-06-14,5,6,True,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-06-15,6,6,True,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-15,6,6,True,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-15,6,6,True,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-15,6,6,True,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-06-15,6,6,True,Deluxe,5,6,1,0,0,805.0,805.0,0.0,16.666666666666668
2024-06-15,6,6,True,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-06-16,7,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-16,7,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-16,7,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-16,7,6,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-06-16,7,6,False,Deluxe,5,6,1,0,0,805.0,805.0,0.0,16.666666666666668
2024-06-16,7,6,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-06-17,1,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,623.63,0.0
2024-06-17,1,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,415.75,0.0
2024-06-17,1,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,207.88,0.0
2024-06-17,1,6,False,Standard,4,9,0,0,0,350.0,0.0,1870.88,0.0
2024-06-17,1,6,False,Deluxe,5,6,0,0,0,700.0,0.0,1247.25,0.0
2024-06-17,1,6,False,Suite,6,3,0,0,0,1400.0,0.0,623.63,0.0
2024-06-18,2,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-18,2,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-18,2,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-18,2,6,False,Standard,4,9,1,1,0,402.5,402.5,0.0,11.11111111111111
2024-06-18,2,6,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-18,2,6,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-06-19,3,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-19,3,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-19,3,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-19,3,6,False,Standard,4,9,1,0,0,402.5,402.5,0.0,11.11111111111111
2024-06-19,3,6,False,Deluxe,5,6,0,0,1,700.0,0.0,0.0,0.0
2024-06-19,3,6,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-06-20,4,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-20,4,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-20,4,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-20,4,6,False,Standard,4,9,2,1,0,402.5,805.0,0.0,22.22222222222222
2024-06-20,4,6,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-20,4,6,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-06-21,5,6,True,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-21,5,6,True,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-21,5,6,True,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-21,5,6,True,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-06-21,5,6,True,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-21,5,6,True,Suite,6,3,1,1,0,1610.0,1610.0,0.0,33.333333333333336
2024-06-22,6,6,True,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-22,6,6,True,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-22,6,6,True,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-22,6,6,True,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-06-22,6,6,True,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-22,6,6,True,Suite,6,3,1,0,0,1610.0,1610.0,0.0,33.333333333333336
2024-06-23,7,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-23,7,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-23,7,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-23,7,6,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-06-23,7,6,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-23,7,6,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-06-24,1,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-24,1,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-24,1,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-24,1,6,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-06-24,1,6,False,Deluxe,5,6,1,1,0,805.0,805.0,0.0,16.666666666666668
2024-06-24,1,6,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-06-25,2,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-25,2,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-25,2,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-25,2,6,False,Standard,4,9,1,1,0,402.5,402.5,0.0,11.11111111111111
2024-06-25,2,6,False,Deluxe,5,6,1,0,0,805.0,805.0,0.0,16.666666666666668
2024-06-25,2,6,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-06-26,3,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-26,3,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-26,3,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-26,3,6,False,Standard,4,9,1,0,0,402.5,402.5,0.0,11.11111111111111
2024-06-26,3,6,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-26,3,6,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-06-27,4,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-27,4,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-27,4,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-27,4,6,False,Standard,4,9,1,0,0,402.5,402.5,0.0,11.11111111111111
2024-06-27,4,6,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-27,4,6,False,Suite,6,3,1,1,0,1610.0,1610.0,0.0,33.333333333333336
2024-06-28,5,6,True,Demo Standard,1,3,0,0,0,430.0,0.0,5904.0,0.0
2024-06-28,5,6,True,Demo Deluxe,2,2,0,0,0,690.0,0.0,3936.0,0.0
2024-06-28,5,6,True,Demo Suite,3,1,0,0,0,980.0,0.0,1968.0,0.0
2024-06-28,5,6,True,Standard,4,9,1,0,0,402.5,402.5,17712.0,11.11111111111111
2024-06-28,5,6,True,Deluxe,5,6,0,0,0,700.0,0.0,11808.0,0.0
2024-06-28,5,6,True,Suite,6,3,1,0,0,1610.0,1610.0,5904.0,33.333333333333336
2024-06-29,6,6,True,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-29,6,6,True,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-29,6,6,True,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-29,6,6,True,Standard,4,9,1,0,0,402.5,402.5,0.0,11.11111111111111
2024-06-29,6,6,True,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-29,6,6,True,Suite,6,3,1,0,0,1610.0,1610.0,0.0,33.333333333333336
2024-06-30,7,6,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-06-30,7,6,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-06-30,7,6,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-06-30,7,6,False,Standard,4,9,1,0,0,402.5,402.5,0.0,11.11111111111111
2024-06-30,7,6,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-06-30,7,6,False,Suite,6,3,1,0,0,1610.0,1610.0,0.0,33.333333333333336
2024-07-01,1,7,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-07-01,1,7,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-07-01,1,7,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-07-01,1,7,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-07-01,1,7,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-07-01,1,7,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-07-02,2,7,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-07-02,2,7,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-07-02,2,7,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-07-02,2,7,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-07-02,2,7,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-07-02,2,7,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-07-03,3,7,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-07-03,3,7,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-07-03,3,7,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-07-03,3,7,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-07-03,3,7,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-07-03,3,7,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-07-04,4,7,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-07-04,4,7,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-07-04,4,7,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-07-04,4,7,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-07-04,4,7,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-07-04,4,7,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-07-05,5,7,True,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-07-05,5,7,True,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-07-05,5,7,True,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-07-05,5,7,True,Standard,4,9,1,1,0,402.5,402.5,0.0,11.11111111111111
2024-07-05,5,7,True,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-07-05,5,7,True,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-07-06,6,7,True,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-07-06,6,7,True,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-07-06,6,7,True,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-07-06,6,7,True,Standard,4,9,0,0,1,350.0,0.0,0.0,0.0
2024-07-06,6,7,True,Deluxe,5,6,0,0,1,700.0,0.0,0.0,0.0
2024-07-06,6,7,True,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-07-07,7,7,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-07-07,7,7,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-07-07,7,7,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-07-07,7,7,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-07-07,7,7,False,Deluxe,5,6,0,0,0,700.0,0.0,0.0,0.0
2024-07-07,7,7,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-07-08,1,7,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-07-08,1,7,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-07-08,1,7,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-07-08,1,7,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-07-08,1,7,False,Deluxe,5,6,1,1,0,805.0,805.0,0.0,16.666666666666668
2024-07-08,1,7,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-07-09,2,7,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
2024-07-09,2,7,False,Demo Deluxe,2,2,0,0,0,690.0,0.0,0.0,0.0
2024-07-09,2,7,False,Demo Suite,3,1,0,0,0,980.0,0.0,0.0,0.0
2024-07-09,2,7,False,Standard,4,9,0,0,0,350.0,0.0,0.0,0.0
2024-07-09,2,7,False,Deluxe,5,6,1,0,0,805.0,805.0,0.0,16.666666666666668
2024-07-09,2,7,False,Suite,6,3,0,0,0,1400.0,0.0,0.0,0.0
2024-07-10,3,7,False,Demo Standard,1,3,0,0,0,430.0,0.0,0.0,0.0
