date,dayOfWeek,month,weekend,roomType,roomTypeId,totalRooms,occupiedRoomNights,confirmedBookings,cancelledBookings,averageRoomPrice,dailyRevenue,dailyExpenses,occupancyRate
2025-01-20,1,1,false,Family,3,8,3,1,0,682.82,2048.45,817.67,37.5
2025-01-20,1,1,false,Executive,4,5,1,0,0,1084.93,1084.93,511.04,20.0
2025-01-20,1,1,false,Suite,5,5,1,0,0,1290.53,1290.53,511.04,20.0
2025-01-21,2,1,false,Standard,1,18,7,2,0,338.19,2367.32,1303.88,38.888888888888886
2025-01-21,2,1,false,Deluxe,2,12,2,0,0,482.71,965.42,869.25,16.666666666666668
2025-01-21,2,1,false,Family,3,8,2,1,0,670.19,1340.37,579.50,25.0
2025-01-21,2,1,false,Executive,4,5,2,1,0,963.95,1927.89,362.19,40.0
2025-01-21,2,1,false,Suite,5,5,0,0,0,760.00,0.00,362.19,0.0
2025-01-22,3,1,false,Standard,1,18,7,2,0,329.19,2304.33,465.00,38.888888888888886
2025-01-22,3,1,false,Deluxe,2,12,1,0,0,496.17,496.17,310.00,8.333333333333334
2025-01-22,3,1,false,Family,3,8,5,3,0,668.65,3343.27,206.67,62.5
2025-01-22,3,1,false,Executive,4,5,2,1,0,876.92,1753.83,129.17,40.0
2025-01-22,3,1,false,Suite,5,5,0,0,0,760.00,0.00,129.17,0.0
2025-01-23,4,1,false,Standard,1,18,4,0,1,319.85,1279.39,8297.63,22.22222222222222
2025-01-23,4,1,false,Deluxe,2,12,0,0,0,330.00,0.00,5531.75,0.0
2025-01-23,4,1,false,Family,3,8,3,0,0,676.61,2029.82,3687.83,37.5
2025-01-23,4,1,false,Executive,4,5,2,0,0,876.92,1753.83,2304.90,40.0
2025-01-23,4,1,false,Suite,5,5,0,0,0,760.00,0.00,2304.90,0.0
2025-01-24,5,1,true,Standard,1,18,1,0,0,331.68,331.68,241.50,5.555555555555555
2025-01-24,5,1,true,Deluxe,2,12,1,1,0,624.55,624.55,161.00,8.333333333333334
2025-01-24,5,1,true,Family,3,8,2,0,0,675.25,1350.50,107.33,25.0
2025-01-24,5,1,true,Executive,4,5,0,0,0,540.00,0.00,67.08,0.0
2025-01-24,5,1,true,Suite,5,5,1,1,1,1558.72,1558.72,67.08,20.0
2025-01-25,6,1,true,Standard,1,18,1,1,0,396.44,396.44,0.00,5.555555555555555
2025-01-25,6,1,true,Deluxe,2,12,2,1,0,620.91,1241.82,0.00,16.666666666666668
2025-01-25,6,1,true,Family,3,8,3,1,0,727.48,2182.44,0.00,37.5
2025-01-25,6,1,true,Executive,4,5,0,0,0,540.00,0.00,0.00,0.0
2025-01-25,6,1,true,Suite,5,5,1,0,0,1558.72,1558.72,0.00,20.0
2025-01-26,7,1,false,Standard,1,18,1,0,0,396.44,396.44,0.00,5.555555555555555
2025-01-26,7,1,false,Deluxe,2,12,1,0,0,624.55,624.55,0.00,8.333333333333334
2025-01-26,7,1,false,Family,3,8,1,0,0,696.53,696.53,0.00,12.5
2025-01-26,7,1,false,Executive,4,5,1,1,0,847.15,847.15,0.00,20.0
2025-01-26,7,1,false,Suite,5,5,1,0,0,1558.72,1558.72,0.00,20.0
2025-01-27,1,1,false,Standard,1,18,1,1,0,322.19,322.19,0.00,5.555555555555555
2025-01-27,1,1,false,Deluxe,2,12,1,0,0,624.55,624.55,0.00,8.333333333333334
2025-01-27,1,1,false,Family,3,8,2,2,0,675.22,1350.44,0.00,25.0
2025-01-27,1,1,false,Executive,4,5,2,1,0,840.42,1680.84,0.00,40.0
2025-01-27,1,1,false,Suite,5,5,2,1,0,1419.97,2839.94,0.00,40.0
2025-01-28,2,1,false,Standard,1,18,1,0,0,322.19,322.19,0.00,5.555555555555555
2025-01-28,2,1,false,Deluxe,2,12,0,0,0,330.00,0.00,0.00,0.0
2025-01-28,2,1,false,Family,3,8,1,0,0,660.32,660.32,0.00,12.5
2025-01-28,2,1,false,Executive,4,5,1,0,0,847.15,847.15,0.00,20.0
2025-01-28,2,1,false,Suite,5,5,0,0,0,760.00,0.00,0.00,0.0
2025-01-29,3,1,false,Standard,1,18,1,0,0,322.19,322.19,6013.50,5.555555555555555
2025-01-29,3,1,false,Deluxe,2,12,0,0,0,330.00,0.00,4009.00,0.0
2025-01-29,3,1,false,Family,3,8,1,0,0,660.32,660.32,2672.67,12.5
2025-01-29,3,1,false,Executive,4,5,2,1,0,841.95,1683.89,1670.42,40.0
2025-01-29,3,1,false,Suite,5,5,0,0,0,760.00,0.00,1670.42,0.0
2025-01-30,4,1,false,Standard,1,18,1,0,0,322.19,322.19,0.00,5.555555555555555
2025-01-30,4,1,false,Deluxe,2,12,1,1,1,583.01,583.01,0.00,8.333333333333334
2025-01-30,4,1,false,Family,3,8,0,0,0,430.00,0.00,0.00,0.0
2025-01-30,4,1,false,Executive,4,5,2,0,0,841.95,1683.89,0.00,40.0
2025-01-30,4,1,false,Suite,5,5,0,0,0,760.00,0.00,0.00,0.0
2025-01-31,5,1,true,Standard,1,18,2,2,0,378.37,756.73,0.00,11.11111111111111
2025-01-31,5,1,true,Deluxe,2,12,3,2,0,613.16,1839.49,0.00,25.0
2025-01-31,5,1,true,Family,3,8,2,2,0,836.82,1673.63,0.00,25.0
2025-01-31,5,1,true,Executive,4,5,2,1,0,970.31,1940.62,0.00,40.0
2025-01-31,5,1,true,Suite,5,5,0,0,0,760.00,0.00,0.00,0.0
2025-02-01,6,2,true,Standard,1,18,1,1,0,398.73,398.73,0.00,5.555555555555555
2025-02-01,6,2,true,Deluxe,2,12,3,0,0,613.16,1839.49,0.00,25.0
2025-02-01,6,2,true,Family,3,8,3,2,0,809.69,2429.08,0.00,37.5
2025-02-01,6,2,true,Executive,4,5,2,0,0,970.31,1940.62,0.00,40.0
2025-02-01,6,2,true,Suite,5,5,0,0,0,760.00,0.00,0.00,0.0
2025-02-02,7,2,false,Standard,1,18,1,1,0,324.70,324.70,1153.88,5.555555555555555
2025-02-02,7,2,false,Deluxe,2,12,3,0,0,613.16,1839.49,769.25,25.0
2025-02-02,7,2,false,Family,3,8,2,0,0,806.39,1612.78,512.83,25.0
2025-02-02,7,2,false,Executive,4,5,3,1,0,948.87,2846.61,320.52,60.0
2025-02-02,7,2,false,Suite,5,5,1,1,0,1238.28,1238.28,320.52,20.0
2025-02-03,1,2,false,Standard,1,18,1,0,0,324.70,324.70,0.00,5.555555555555555
2025-02-03,1,2,false,Deluxe,2,12,2,0,0,611.08,1222.15,0.00,16.666666666666668
2025-02-03,1,2,false,Family,3,8,2,1,0,747.92,1495.83,0.00,25.0
2025-02-03,1,2,false,Executive,4,5,3,1,0,963.46,2890.38,0.00,60.0
2025-02-03,1,2,false,Suite,5,5,1,0,0,1238.28,1238.28,0.00,20.0
2025-02-04,2,2,false,Standard,1,18,2,1,0,322.69,645.38,327.75,11.11111111111111
2025-02-04,2,2,false,Deluxe,2,12,0,0,0,330.00,0.00,218.50,0.0
2025-02-04,2,2,false,Family,3,8,2,0,0,747.92,1495.83,145.67,25.0
2025-02-04,2,2,false,Executive,4,5,3,0,0,963.46,2890.38,91.04,60.0
2025-02-04,2,2,false,Suite,5,5,1,0,0,1238.28,1238.28,91.04,20.0
2025-02-05,3,2,false,Standard,1,18,6,4,0,315.94,1895.66,0.00,33.333333333333336
2025-02-05,3,2,false,Deluxe,2,12,2,2,0,484.23,968.45,0.00,16.666666666666668
2025-02-05,3,2,false,Family,3,8,1,0,0,665.92,665.92,0.00,12.5
2025-02-05,3,2,false,Executive,4,5,2,1,0,869.63,1739.26,0.00,40.0
2025-02-05,3,2,false,Suite,5,5,0,0,0,760.00,0.00,0.00,0.0
2025-02-06,4,2,false,Standard,1,18,7,1,0,321.13,2247.93,3988.50,38.888888888888886
2025-02-06,4,2,false,Deluxe,2,12,1,0,0,468.07,468.07,2659.00,8.333333333333334
2025-02-06,4,2,false,Family,3,8,2,1,0,713.57,1427.13,1772.67,25.0
2025-02-06,4,2,false,Executive,4,5,1,0,0,833.27,833.27,1107.92,20.0
2025-02-06,4,2,false,Suite,5,5,0,0,0,760.00,0.00,1107.92,0.0
2025-02-07,5,2,true,Standard,1,18,7,2,0,338.01,2366.07,0.00,38.888888888888886
2025-02-07,5,2,true,Deluxe,2,12,1,0,0,468.07,468.07,0.00,8.333333333333334
2025-02-07,5,2,true,Family,3,8,2,0,0,713.57,1427.13,0.00,25.0
2025-02-07,5,2,true,Executive,4,5,1,0,0,833.27,833.27,0.00,20.0
2025-02-07,5,2,true,Suite,5,5,0,0,0,760.00,0.00,0.00,0.0
2025-02-08,6,2,true,Standard,1,18,8,3,0,364.66,2917.28,0.00,44.44444444444444
2025-02-08,6,2,true,Deluxe,2,12,1,0,0,468.07,468.07,0.00,8.333333333333334
2025-02-08,6,2,true,Family,3,8,1,0,0,761.21,761.21,0.00,12.5
2025-02-08,6,2,true,Executive,4,5,1,0,0,833.27,833.27,0.00,20.0
2025-02-08,6,2,true,Suite,5,5,0,0,0,760.00,0.00,0.00,0.0
2025-02-09,7,2,false,Standard,1,18,6,0,0,366.37,2198.22,750.00,33.333333333333336
2025-02-09,7,2,false,Deluxe,2,12,1,0,0,468.07,468.07,500.00,8.333333333333334
2025-02-09,7,2,false,Family,3,8,1,0,0,761.21,761.21,333.33,12.5
2025-02-09,7,2,false,Executive,4,5,1,0,0,833.27,833.27,208.33,20.0
2025-02-09,7,2,false,Suite,5,5,0,0,0,760.00,0.00,208.33,0.0
2025-02-10,1,2,false,Standard,1,18,4,1,0,373.47,1493.87,991.13,22.22222222222222
2025-02-10,1,2,false,Deluxe,2,12,1,1,1,499.10,499.10,660.75,8.333333333333334
2025-02-10,1,2,false,Family,3,8,1,0,0,761.21,761.21,440.50,12.5
2025-02-10,1,2,false,Executive,4,5,0,0,0,540.00,0.00,275.31,0.0
2025-02-10,1,2,false,Suite,5,5,0,0,0,760.00,0.00,275.31,0.0
2025-02-11,2,2,false,Standard,1,18,4,0,0,373.47,1493.87,0.00,22.22222222222222
2025-02-11,2,2,false,Deluxe,2,12,1,0,0,499.10,499.10,0.00,8.333333333333334
2025-02-11,2,2,false,Family,3,8,0,0,0,430.00,0.00,0.00,0.0
2025-02-11,2,2,false,Executive,4,5,0,0,0,540.00,0.00,0.00,0.0
2025-02-11,2,2,false,Suite,5,5,0,0,0,760.00,0.00,0.00,0.0
2025-02-12,3,2,false,Standard,1,18,2,1,0,314.03,628.05,3104.25,11.11111111111111
2025-02-12,3,2,false,Deluxe,2,12,2,1,0,495.51,991.02,2069.50,16.666666666666668
2025-02-12,3,2,false,Family,3,8,0,0,0,430.00,0.00,1379.67,0.0
2025-02-12,3,2,false,Executive,4,5,2,2,0,847.70,1695.39,862.29,40.0
2025-02-12,3,2,false,Suite,5,5,0,0,0,760.00,0.00,862.29,0.0
2025-02-13,4,2,false,Standard,1,18,2,0,0,314.03,628.05,1603.13,11.11111111111111
2025-02-13,4,2,false,Deluxe,2,12,2,0,0,495.51,991.02,1068.75,16.666666666666668
2025-02-13,4,2,false,Family,3,8,0,0,0,430.00,0.00,712.50,0.0
2025-02-13,4,2,false,Executive,4,5,2,0,0,847.70,1695.39,445.31,40.0
2025-02-13,4,2,false,Suite,5,5,0,0,0,760.00,0.00,445.31,0.0
2025-02-14,5,2,true,Standard,1,18,3,1,0,337.06,1011.18,0.00,16.666666666666668
2025-02-14,5,2,true,Deluxe,2,12,1,0,0,491.92,491.92,0.00,8.333333333333334
2025-02-14,5,2,true,Family,3,8,0,0,0,430.00,0.00,0.00,0.0
2025-02-14,5,2,true,Executive,4,5,3,1,0,910.99,2732.98,0.00,60.0
2025-02-14,5,2,true,Suite,5,5,1,1,0,1590.84,1590.84,0.00,20.0
2025-02-15,6,2,true,Standard,1,18,2,1,0,390.07,780.14,0.00,11.11111111111111
2025-02-15,6,2,true,Deluxe,2,12,1,1,0,634.08,634.08,0.00,8.333333333333334
2025-02-15,6,2,true,Family,3,8,0,0,0,430.00,0.00,0.00,0.0
2025-02-15,6,2,true,Executive,4,5,2,0,0,847.70,1695.39,0.00,40.0
2025-02-15,6,2,true,Suite,5,5,1,0,0,1590.84,1590.84,0.00,20.0
2025-02-16,7,2,false,Standard,1,18,1,0,0,397.01,397.01,727.50,5.555555555555555
2025-02-16,7,2,false,Deluxe,2,12,2,1,0,564.16,1128.31,485.00,16.666666666666668
2025-02-16,7,2,false,Family,3,8,0,0,0,430.00,0.00,323.33,0.0
2025-02-16,7,2,false,Executive,4,5,2,1,0,880.69,1761.37,202.08,40.0
2025-02-16,7,2,false,Suite,5,5,2,2,0,1369.85,2739.70,202.08,40.0
2025-02-17,1,2,false,Standard,1,18,1,0,0,397.01,397.01,0.00,5.555555555555555
2025-02-17,1,2,false,Deluxe,2,12,2,1,0,502.76,1005.51,0.00,16.666666666666668
2025-02-17,1,2,false,Family,3,8,1,1,0,636.45,636.45,0.00,12.5
2025-02-17,1,2,false,Executive,4,5,3,2,0,888.22,2664.66,0.00,60.0
2025-02-17,1,2,false,Suite,5,5,2,0,0,1369.85,2739.70,0.00,40.0
2025-02-18,2,2,false,Standard,1,18,1,0,0,397.01,397.01,0.00,5.555555555555555
2025-02-18,2,2,false,Deluxe,2,12,3,1,0,501.26,1503.79,0.00,25.0
2025-02-18,2,2,false,Family,3,8,1,0,0,636.45,636.45,0.00,12.5
2025-02-18,2,2,false,Executive,4,5,3,0,0,888.22,2664.66,0.00,60.0
2025-02-18,2,2,false,Suite,5,5,2,0,0,1369.85,2739.70,0.00,40.0
2025-02-19,3,2,false,Standard,1,18,1,1,0,316.10,316.10,970.13,5.555555555555555
2025-02-19,3,2,false,Deluxe,2,12,3,0,0,501.26,1503.79,646.75,25.0
2025-02-19,3,2,false,Family,3,8,2,1,0,645.58,1291.15,431.17,25.0
2025-02-19,3,2,false,Executive,4,5,2,1,0,855.38,1710.76,269.48,40.0
2025-02-19,3,2,false,Suite,5,5,2,0,0,1369.85,2739.70,269.48,40.0
2025-02-20,4,2,false,Standard,1,18,3,2,0,344.44,1033.31,0.00,16.666666666666668
2025-02-20,4,2,false,Deluxe,2,12,4,1,0,521.41,2085.62,0.00,33.333333333333336
2025-02-20,4,2,false,Family,3,8,1,0,0,654.70,654.70,0.00,12.5
2025-02-20,4,2,false,Executive,4,5,4,2,0,930.77,3723.08,0.00,80.0
2025-02-20,4,2,false,Suite,5,5,2,1,0,1441.76,2883.52,0.00,40.0
2025-02-21,5,2,true,Standard,1,18,3,0,0,344.44,1033.31,0.00,16.666666666666668
2025-02-21,5,2,true,Deluxe,2,12,4,2,0,583.40,2333.60,0.00,33.333333333333336
2025-02-21,5,2,true,Family,3,8,1,0,0,654.70,654.70,0.00,12.5
2025-02-21,5,2,true,Executive,4,5,2,0,0,1006.16,2012.32,0.00,40.0
2025-02-21,5,2,true,Suite,5,5,1,1,0,1637.19,1637.19,0.00,20.0
2025-02-22,6,2,true,Standard,1,18,3,0,0,344.44,1033.31,0.00,16.666666666666668
2025-02-22,6,2,true,Deluxe,2,12,2,0,0,607.23,1214.46,0.00,16.666666666666668
2025-02-22,6,2,true,Family,3,8,1,0,0,654.70,654.70,0.00,12.5
2025-02-22,6,2,true,Executive,4,5,2,1,0,1057.14,2114.28,0.00,40.0
2025-02-22,6,2,true,Suite,5,5,1,0,0,1637.19,1637.19,0.00,20.0
2025-02-23,7,2,false,Standard,1,18,1,1,0,312.89,312.89,313.13,5.555555555555555
2025-02-23,7,2,false,Deluxe,2,12,3,1,0,569.66,1708.98,208.75,25.0
2025-02-23,7,2,false,Family,3,8,2,1,0,657.58,1315.15,139.17,25.0
2025-02-23,7,2,false,Executive,4,5,0,0,1,540.00,0.00,86.98,0.0
2025-02-23,7,2,false,Suite,5,5,1,1,0,1287.66,1287.66,86.98,20.0
2025-02-24,1,2,false,Standard,1,18,0,0,0,220.00,0.00,0.00,0.0
2025-02-24,1,2,false,Deluxe,2,12,2,0,0,563.58,1127.15,0.00,16.666666666666668
2025-02-24,1,2,false,Family,3,8,0,0,0,430.00,0.00,0.00,0.0
2025-02-24,1,2,false,Executive,4,5,1,1,0,840.70,840.70,0.00,20.0
2025-02-24,1,2,false,Suite,5,5,1,0,0,1287.66,1287.66,0.00,20.0
2025-02-25,2,2,false,Standard,1,18,1,1,1,310.26,310.26,308.25,5.555555555555555
2025-02-25,2,2,false,Deluxe,2,12,1,0,0,494.52,494.52,205.50,8.333333333333334
2025-02-25,2,2,false,Family,3,8,1,1,0,647.50,647.50,137.00,12.5
2025-02-25,2,2,false,Executive,4,5,1,0,0,840.70,840.70,85.63,20.0
2025-02-25,2,2,false,Suite,5,5,2,1,0,1290.97,2581.93,85.63,40.0
2025-02-26,3,2,false,Standard,1,18,1,0,0,310.26,310.26,15729.75,5.555555555555555
2025-02-26,3,2,false,Deluxe,2,12,2,1,0,492.11,984.22,10486.50,16.666666666666668
2025-02-26,3,2,false,Family,3,8,2,1,0,666.37,1332.74,6991.00,25.0
2025-02-26,3,2,false,Executive,4,5,1,0,0,840.70,840.70,4369.38,20.0
2025-02-26,3,2,false,Suite,5,5,1,0,0,1287.66,1287.66,4369.38,20.0
2025-02-27,4,2,false,Standard,1,18,2,1,0,331.72,663.44,311.63,11.11111111111111
2025-02-27,4,2,false,Deluxe,2,12,2,1,0,527.90,1055.79,207.75,16.666666666666668
2025-02-27,4,2,false,Family,3,8,3,1,0,702.76,2108.29,138.50,37.5
2025-02-27,4,2,false,Executive,4,5,2,1,0,910.80,1821.60,86.56,40.0
2025-02-27,4,2,false,Suite,5,5,0,0,0,760.00,0.00,86.56,0.0
2025-02-28,5,2,true,Standard,1,18,2,0,2,331.72,663.44,681.75,11.11111111111111
2025-02-28,5,2,true,Deluxe,2,12,3,2,0,571.52,1714.56,454.50,25.0
2025-02-28,5,2,true,Family,3,8,3,0,0,702.76,2108.29,303.00,37.5
2025-02-28,5,2,true,Executive,4,5,2,0,1,910.80,1821.60,189.38,40.0
2025-02-28,5,2,true,Suite,5,5,0,0,0,760.00,0.00,189.38,0.0
2025-03-01,6,3,true,Standard,1,18,1,0,0,353.18,353.18,379.50,5.555555555555555
2025-03-01,6,3,true,Deluxe,2,12,3,0,0,571.52,1714.56,253.00,25.0
2025-03-01,6,3,true,Family,3,8,3,1,0,661.55,1984.64,168.67,37.5
2025-03-01,6,3,true,Executive,4,5,0,0,0,540.00,0.00,105.42,0.0
2025-03-01,6,3,true,Suite,5,5,1,1,0,1345.71,1345.71,105.42,20.0
2025-03-02,7,3,false,Standard,1,18,2,2,0,249.27,498.53,0.00,11.11111111111111
2025-03-02,7,3,false,Deluxe,2,12,3,0,0,571.52,1714.56,0.00,25.0
2025-03-02,7,3,false,Family,3,8,2,1,0,577.31,1154.62,0.00,25.0
2025-03-02,7,3,false,Executive,4,5,0,0,0,540.00,0.00,0.00,0.0
2025-03-02,7,3,false,Suite,5,5,1,0,0,1345.71,1345.71,0.00,20.0
